Age,LoanAmount,Total_Income,Loan_Amount_Term,Credit_History,Cibil_Score,Adhar_Card,Gender_Female,Gender_Male,Married_No,Married_Yes,Education_Graduate,Education_Not Graduate,Self_Employed_No,Self_Employed_Yes,Application_Area_Rural,Application_Area_Semiurban,Application_Area_Urban,Loan_Status
33,46000,91944,36,1,564,0,1,0,1,0,1,0,1,0,1,0,0,0
40,158000,600809,36,1,844,1,0,1,0,1,0,1,1,0,0,0,1,1
26,74000,971052,36,1,810,1,0,1,0,1,0,1,1,0,0,1,0,1
27,125000,799442,36,1,769,1,0,1,0,1,1,0,0,0,1,0,0,1
51,160000,891898,36,1,833,1,0,1,0,1,1,0,1,0,0,1,0,1
21,152000,41450,36,0,539,0,0,1,0,1,0,1,1,0,1,0,0,0
34,126000,1042628,36,1,769,1,0,1,0,1,0,1,1,0,0,0,1,1
30,259000,442799,36,1,755,1,0,1,0,1,1,0,1,0,0,1,0,1
29,187000,696034,36,1,831,1,0,1,0,1,1,0,1,0,1,0,0,1
44,228000,937080,36,1,800,1,0,1,0,1,1,0,1,0,0,1,0,1
35,308000,37035,36,1,515,0,0,1,1,0,1,0,1,0,1,0,0,0
41,95000,306655,36,1,808,1,0,1,0,1,1,0,1,0,1,0,0,1
31,105000,118140,36,0,355,0,1,0,0,1,1,0,0,1,1,0,0,0
33,130000,139177,36,1,759,1,1,0,0,1,1,0,1,0,0,1,0,1
33,116000,1036488,18,1,790,1,1,0,1,0,1,0,1,0,0,0,1,1
34,165000,161675,36,1,812,1,0,1,0,1,1,0,1,0,1,0,0,1
30,67000,42816,36,1,519,0,0,1,0,1,1,0,1,0,0,0,1,0
40,100000,93334,48,0,492,0,0,1,0,1,0,1,1,0,0,0,1,0
38,200000,447803,36,1,789,1,0,1,0,1,1,0,1,0,0,1,0,1
29,81000,31392,36,1,521,0,1,0,1,0,1,0,1,0,0,1,0,0
24,236000,565567,36,1,770,1,0,1,0,1,1,0,1,0,0,1,0,1
55,130000,396677,36,1,823,1,0,1,0,1,1,0,1,0,0,0,1,1
26,95000,234525,3,1,771,1,0,1,0,1,1,0,1,0,0,0,1,1
22,141000,236616,36,1,816,1,0,1,1,0,1,0,0,1,1,0,0,1
22,133000,35292,36,1,459,0,0,1,1,0,0,1,1,0,1,0,0,0
34,96000,77580,48,1,513,0,0,1,1,0,1,0,1,0,0,1,0,0
26,124000,79116,18,0,614,0,0,1,1,0,1,0,1,0,1,0,0,0
42,175000,196668,36,1,768,1,0,1,0,1,1,0,1,0,0,1,0,1
37,570000,242026,36,1,536,0,0,1,0,1,1,0,1,0,1,0,0,0
38,55000,589656,36,1,794,1,1,0,1,0,1,0,0,1,0,1,0,1
46,155000,720732,36,1,841,1,0,1,0,1,1,0,1,0,0,1,0,1
49,380000,316657,3,1,764,1,0,1,0,1,1,0,0,1,1,0,0,1
29,111000,78883,18,0,375,0,0,1,1,0,1,0,1,0,0,0,1,0
29,110000,1189723,36,1,764,1,1,0,1,0,1,0,0,0,0,0,1,1
25,120000,571835,18,1,775,1,0,1,0,1,1,0,1,0,0,0,1,1
41,130000,509548,36,1,802,1,0,1,0,1,1,0,1,0,1,0,0,1
57,130000,181464,36,1,832,1,0,1,0,1,1,0,1,0,0,1,0,1
27,71000,113772,48,1,475,0,0,1,1,0,1,0,1,0,0,0,1,0
46,130000,297756,36,1,811,1,0,1,0,1,1,0,1,0,0,0,1,1
57,128000,941920,36,1,798,1,0,1,0,1,1,0,0,0,0,1,0,1
33,296000,662588,36,1,838,1,0,1,1,0,1,0,1,0,0,1,0,1
38,156000,497016,36,1,775,1,1,0,1,0,1,0,1,0,0,0,1,1
45,128000,915408,36,1,784,1,0,1,1,0,1,0,0,1,0,0,1,1
38,100000,93600,36,1,530,0,0,1,0,1,1,0,1,0,0,0,1,0
31,113000,493968,18,1,752,1,0,1,1,0,1,0,0,0,0,0,1,1
31,132000,613528,36,1,797,1,0,1,1,0,0,1,1,0,0,1,0,1
24,30667,107404,36,0,434,0,0,1,0,1,0,1,1,0,0,0,1,0
57,136000,717929,36,1,776,1,0,1,0,1,1,0,1,0,0,0,1,1
48,125000,1163040,36,1,774,1,0,1,0,1,1,0,1,0,1,0,0,1
31,185000,492528,36,1,786,1,0,1,1,0,1,0,1,0,1,0,0,1
36,275000,713184,36,1,820,1,0,1,0,1,1,0,1,0,1,0,0,1
22,120000,1012071,36,1,786,1,0,1,0,1,1,0,1,0,0,0,1,1
47,113000,529889,18,1,815,1,0,1,0,1,0,1,1,0,0,1,0,1
22,113000,855428,36,1,796,1,0,1,0,1,1,0,1,0,0,0,1,1
39,135000,516316,36,1,751,1,0,1,0,1,1,0,1,0,0,1,0,1
25,71000,111888,36,0,455,0,1,0,1,0,1,0,1,0,0,0,1,0
38,95000,1070515,36,1,813,1,0,1,0,1,1,0,1,0,0,0,1,1
51,109000,315022,36,1,820,1,0,1,1,0,0,1,1,0,1,0,0,1
21,103000,37680,36,0,324,0,1,0,1,0,1,0,1,0,0,1,0,0
35,45000,52524,18,0,360,0,0,1,0,1,0,1,1,0,0,0,1,0
27,65000,32472,3,1,528,0,0,1,1,0,0,1,1,0,1,0,0,0
51,103000,667880,36,1,785,1,0,1,1,0,1,0,1,0,0,1,0,1
27,53000,467808,36,1,755,1,1,0,1,0,0,1,1,0,0,1,0,1
28,194000,57720,36,1,575,0,1,0,1,0,1,0,0,1,1,0,0,0
41,115000,988800,36,1,763,1,1,0,1,0,1,0,1,0,0,1,0,1
48,115000,217776,36,1,807,1,0,1,0,1,0,1,1,0,0,0,1,1
48,66000,304668,36,1,798,1,1,0,1,0,0,1,1,0,1,0,0,1
40,152000,70068,3,0,647,0,0,1,0,1,1,0,1,0,0,1,0,0
29,360000,972000,36,0,369,0,0,1,0,1,1,0,1,0,1,0,0,0
22,62000,91320,36,1,574,0,1,0,1,0,0,1,0,1,0,1,0,0
40,160000,936408,36,1,807,1,0,1,0,1,1,0,0,0,0,0,1,1
27,218000,93300,36,0,489,0,0,1,0,1,0,1,1,0,1,0,0,0
25,110000,907505,36,1,845,1,0,1,0,1,0,1,1,0,1,0,0,1
33,178000,60417,36,0,566,0,1,0,0,1,0,1,1,0,0,1,0,0
41,60000,732504,36,1,801,1,1,0,1,0,1,0,1,0,0,0,1,1
34,160000,110688,36,1,524,0,1,0,1,0,1,0,1,0,0,0,1,0
30,239000,69980,36,1,531,0,0,1,0,1,1,0,0,1,0,0,1,0
23,112000,650197,36,1,759,1,0,1,0,1,1,0,1,0,1,0,0,1
34,138000,551317,36,1,772,1,0,1,0,1,1,0,1,0,0,1,0,1
33,138000,429444,36,1,800,1,0,1,0,1,1,0,1,0,1,0,0,1
31,80000,38928,18,0,522,0,1,0,1,0,0,1,1,0,0,0,1,0
56,100000,340251,36,1,823,1,0,1,0,1,1,0,1,0,0,0,1,1
27,110000,84035,18,0,445,0,0,1,0,1,1,0,1,0,0,0,1,0
22,96000,425316,36,1,847,1,0,1,0,1,1,0,1,0,0,1,0,1
54,121000,332968,36,1,799,1,0,1,0,1,1,0,1,0,1,0,0,1
26,81000,45876,36,1,471,0,1,0,1,0,0,1,1,0,1,0,0,0
50,133000,810456,36,1,770,1,0,1,0,1,1,0,1,0,0,1,0,1
37,87000,1192480.12,36,1,806,1,0,1,0,1,1,0,1,0,1,0,0,1
47,60000,1086072,18,1,806,1,0,1,1,0,0,1,1,0,0,0,1,1
22,150000,687000,36,1,812,1,1,0,1,0,1,0,0,1,0,1,0,1
39,105000,91428,36,0,581,0,0,1,1,0,1,0,1,0,1,0,0,0
54,405000,817116,36,1,806,1,0,1,1,0,1,0,0,0,0,1,0,1
47,143000,305088,36,1,778,1,0,1,0,1,1,0,1,0,0,1,0,1
36,100000,472140,36,1,844,1,0,1,1,0,1,0,1,0,0,0,1,1
33,31493,697692,24,1,797,1,1,0,0,0,1,0,1,0,0,1,0,1
21,50000,1120251,36,1,784,1,0,1,1,0,1,0,1,0,0,1,0,1
54,30773,785469,36,1,795,1,0,1,0,1,1,0,1,0,0,0,1,1
25,187000,124992,36,0,522,0,0,1,1,0,1,0,0,1,0,0,1,0
39,138000,680076,36,1,787,1,1,0,0,1,0,1,0,1,1,0,0,1
48,187000,1006968,36,1,800,1,0,1,1,0,1,0,1,0,0,1,0,1
42,180000,504249,36,1,832,1,0,1,0,1,1,0,1,0,1,0,0,1
22,148000,1118461,36,1,766,1,0,1,1,0,0,1,1,0,0,1,0,1
56,152000,1014168,36,1,825,1,0,1,1,0,1,0,1,0,0,1,0,1
42,175000,414677,3,1,760,1,0,1,0,1,1,0,1,0,1,0,0,1
44,130000,877282,36,1,771,1,0,1,0,1,1,0,0,1,1,0,0,1
46,110000,788004,36,1,799,1,0,1,0,1,0,1,1,0,1,0,0,1
31,55000,37640,36,1,557,0,0,1,0,1,1,0,0,1,1,0,0,0
31,150000,61626,36,0,467,0,0,1,0,1,1,0,1,0,1,0,0,0
28,190000,110490,36,0,536,0,0,1,1,0,0,1,0,1,0,1,0,0
37,125000,100675,36,0,521,0,0,1,0,1,0,1,1,0,1,0,0,0
53,60000,791080,3,1,807,1,0,1,0,1,0,1,1,0,0,0,1,1
24,149000,82169,36,0,478,0,0,1,0,1,1,0,1,0,1,0,0,0
42,90000,348042,18,0,759,1,0,1,0,1,1,0,1,0,1,0,0,1
52,84000,172632,36,1,847,1,0,1,1,0,1,0,0,1,0,1,0,1
49,96000,864600,36,1,785,1,0,1,0,1,1,0,1,0,0,1,0,1
47,118000,872436,36,1,757,1,0,1,0,1,1,0,1,0,0,0,1,1
34,173000,35809,36,1,457,0,0,1,0,1,1,0,1,0,0,0,1,0
21,136000,742344,36,1,766,1,0,1,1,0,1,0,1,0,1,0,0,1
30,160000,38100,36,1,570,0,0,1,0,1,1,0,1,0,0,1,0,0
29,160000,517143,36,1,760,1,0,0,0,1,1,0,0,1,0,1,0,1
38,128000,1068264,18,1,760,1,0,1,0,1,1,0,1,0,0,0,1,1
45,153000,353728,36,1,753,1,0,1,0,1,1,0,1,0,1,0,0,1
42,132000,841572,36,1,846,1,1,0,1,0,0,1,0,0,0,1,0,1
36,98000,75012,36,0,537,0,0,1,1,0,1,0,1,0,0,1,0,0
27,140000,1191540,36,1,807,1,0,1,1,0,1,0,1,0,1,0,0,1
35,70000,74132,18,0,575,0,0,1,0,1,0,1,1,0,0,0,1,0
43,110000,942072,36,1,792,1,0,0,0,1,1,0,1,0,0,1,0,1
35,98000,532225,36,1,842,1,1,0,0,1,0,1,0,0,0,1,0,1
28,110000,84063,36,1,550,0,0,1,0,1,1,0,1,0,0,0,1,0
46,162000,287355,36,1,767,1,0,1,0,1,1,0,0,1,0,1,0,1
32,113000,66240,18,0,318,0,0,1,0,1,0,1,1,0,1,0,0,0
57,100000,891804,36,1,757,1,0,1,0,1,1,0,1,0,0,1,0,1
41,93000,162960,36,1,756,1,1,0,1,0,1,0,0,1,0,0,1,1
50,162000,964084,36,1,836,1,0,1,1,0,1,0,1,0,1,0,0,1
40,150000,527490,36,1,843,1,0,1,0,1,1,0,0,1,1,0,0,1
50,230000,280726,3,1,782,1,0,1,0,1,1,0,1,0,0,1,0,1
38,132000,41784,36,0,631,0,0,0,0,1,1,0,1,0,0,1,0,0
57,86000,145458,36,1,754,1,0,1,0,1,1,0,0,1,0,1,0,1
25,31284,66247,36,1,454,0,0,1,0,1,1,0,1,0,0,0,1,0
53,154000,960912,36,1,804,1,1,0,1,0,0,1,1,0,1,0,0,1
34,113000,386748,36,1,828,1,0,1,0,1,0,1,1,0,1,0,0,1
33,128000,793602,36,1,775,1,0,1,0,1,1,0,1,0,0,1,0,1
29,234000,153228,36,1,753,1,0,1,0,1,1,0,1,0,0,1,0,1
37,246000,771324,36,1,759,1,0,1,0,1,1,0,1,0,0,1,0,1
56,131000,477504,36,1,787,1,0,1,0,1,0,1,1,0,1,0,0,1
23,80000,98316,36,0,369,0,0,1,1,0,1,0,1,0,1,0,0,0
29,500000,219996,36,1,532,0,0,1,0,1,1,0,1,0,0,0,1,0
50,160000,230791,36,1,848,1,0,1,0,1,1,0,0,1,0,1,0,1
38,75000,103428,36,1,567,0,0,1,1,0,1,0,1,0,0,0,1,0
36,96000,742237,36,1,759,1,0,1,1,0,0,1,1,0,0,1,0,1
42,186000,1069839,36,1,825,1,0,1,0,1,0,1,1,0,0,0,1,1
38,110000,852396,36,1,785,1,0,1,1,0,0,1,1,0,1,0,0,1
38,225000,1020876,36,1,800,1,1,0,1,0,0,1,0,1,0,1,0,1
34,119000,116013,36,0,526,0,0,1,0,1,1,0,1,0,1,0,0,0
59,105000,1130485,60,1,810,1,1,0,0,1,1,0,1,0,0,1,0,1
59,107000,871520,36,1,784,1,0,1,0,1,0,1,1,0,1,0,0,1
36,111000,551989,12,1,797,1,0,1,0,1,1,0,1,0,0,0,1,1
24,95000,291900,36,1,771,1,0,1,0,1,1,0,0,1,0,1,0,1
37,209000,54456,36,0,487,0,0,1,1,0,1,0,1,0,1,0,0,0
21,113000,472127,48,1,761,1,1,0,1,0,1,0,1,0,1,0,0,1
27,100000,230100,36,1,773,1,1,0,1,0,1,0,1,0,0,1,0,1
54,208000,989072,36,1,788,1,0,1,0,1,1,0,1,0,0,1,0,1
36,138000,67978,36,0,497,0,0,1,0,1,0,1,1,0,1,0,0,0
39,124000,259867,3,1,811,1,0,1,0,1,0,1,1,0,0,1,0,1
28,243000,325464,36,1,838,1,0,1,0,1,1,0,1,0,1,0,0,1
43,480000,1168963,36,1,835,1,0,1,0,1,1,0,1,0,0,0,1,1
38,96000,114156,36,1,491,0,0,0,1,0,1,0,1,0,0,0,1,0
25,188000,953689,36,1,831,1,0,1,0,1,1,0,0,1,0,0,1,1
23,40000,1127544,36,1,791,1,1,0,1,0,1,0,1,0,0,0,1,1
37,100000,80739,36,1,527,0,0,1,1,0,0,1,1,0,1,0,0,0
32,250000,1137960,36,1,815,1,0,1,0,1,1,0,1,0,0,1,0,1
41,148000,983203,36,1,792,1,0,1,0,1,1,0,1,0,0,0,1,1
23,70000,125742,18,1,527,0,0,1,0,1,1,0,1,0,0,1,0,0
36,311000,56526,36,1,553,0,0,1,1,0,1,0,1,0,1,0,0,0
45,150000,936044,36,1,826,1,0,1,0,1,1,0,1,0,1,0,0,1
34,113000,315504,48,1,783,1,1,0,0,1,1,0,1,0,0,1,0,1
30,123000,83352,36,0,355,0,0,1,0,1,0,1,1,0,0,1,0,0
26,185000,100231,36,1,453,0,0,1,1,0,1,0,1,0,0,1,0,0
25,95000,70356,36,1,563,0,1,0,1,0,0,1,1,0,1,0,0,0
54,45000,632102,36,1,779,1,0,1,0,1,0,1,1,0,0,1,0,1
46,55000,494724,36,1,840,1,0,1,1,0,1,0,1,0,0,1,0,1
36,100000,286736,36,1,784,1,0,1,0,1,1,0,0,1,1,0,0,1
30,480000,733526,36,1,817,1,0,1,0,1,1,0,0,1,1,0,0,1
25,30765,56171,36,1,564,0,0,1,1,0,1,0,1,0,0,1,0,0
22,400000,883944,36,1,777,1,0,1,0,1,1,0,0,1,1,0,0,1
39,110000,297744,36,1,793,1,0,1,0,1,1,0,1,0,0,1,0,1
34,161000,353342,36,0,801,1,0,1,0,1,0,1,1,0,0,1,0,1
40,94000,281142,36,1,844,1,0,1,1,0,0,1,1,0,0,1,0,1
44,130000,937116,36,1,789,1,0,1,1,0,0,1,1,0,0,1,0,1
49,216000,733456,36,1,807,1,0,1,0,1,1,0,1,0,1,0,0,1
42,100000,540540,36,1,847,1,0,1,0,1,1,0,1,0,0,0,1,1
33,110000,110292,36,0,504,0,0,1,1,0,1,0,1,0,1,0,0,0
30,196000,135000,36,0,549,0,0,1,1,0,1,0,1,0,0,1,0,0
39,125000,552624,36,1,750,1,1,0,1,0,0,1,0,1,0,0,1,1
58,126000,323498,36,1,760,1,0,1,1,0,0,1,0,0,1,0,0,1
54,324000,166146,36,1,751,1,0,1,0,1,1,0,1,0,0,0,1,1
32,107000,1041420,36,1,811,1,0,1,1,0,1,0,1,0,0,1,0,1
40,66000,105776,36,1,481,0,0,1,0,1,0,1,1,0,1,0,0,0
46,157000,1167300,18,1,799,1,0,1,0,1,1,0,1,0,1,0,0,1
27,140000,306373,18,1,819,1,1,0,0,1,1,0,1,0,0,1,0,1
36,99000,40416,36,0,346,0,1,0,1,0,1,0,1,0,0,1,0,0
30,95000,1128192,36,1,797,1,1,0,1,0,1,0,0,0,0,1,0,1
49,128000,225328,36,1,775,1,0,1,0,1,0,1,1,0,0,0,1,1
35,102000,184587,36,1,811,1,1,0,0,1,0,1,1,0,0,1,0,1
58,155000,1180254,36,1,808,1,0,1,0,1,1,0,1,0,1,0,0,1
21,80000,114816,36,1,511,0,0,1,1,0,0,1,1,0,0,1,0,0
47,145000,852547,36,1,775,1,0,1,1,0,1,0,1,0,1,0,0,1
39,103000,117360,36,0,345,0,1,0,1,0,1,0,1,0,0,1,0,0
48,110000,1012152,36,1,775,1,0,1,0,1,1,0,1,0,1,0,0,1
21,30581,30720,36,0,464,0,0,1,0,1,1,0,0,1,1,0,0,0
41,30660,821831,36,1,763,1,0,1,0,1,0,1,1,0,1,0,0,1
42,158000,228910,36,1,820,1,0,1,0,1,1,0,1,0,0,0,1,1
38,181000,47609,36,0,503,0,0,1,0,1,0,1,1,0,0,0,1,0
36,132000,76566,18,0,463,0,0,1,0,1,1,0,1,0,1,0,0,0
47,26000,229440,36,1,816,1,0,1,0,1,1,0,1,0,0,1,0,1
51,84000,676733,36,1,752,1,1,0,1,0,1,0,1,0,0,0,1,1
55,260000,210012,36,1,791,1,0,1,0,1,1,0,0,1,0,1,0,1
43,162000,626729,36,1,797,1,0,1,0,1,1,0,1,0,0,1,0,1
55,182000,614066,36,1,828,1,1,0,0,1,1,0,1,0,0,1,0,1
25,108000,469166,36,1,766,1,0,1,0,1,0,1,1,0,0,1,0,1
28,600000,417972,36,1,850,1,1,0,0,1,1,0,0,1,0,1,0,1
39,211000,369014,36,1,793,1,0,1,0,1,1,0,1,0,1,0,0,1
33,132000,875016,36,1,790,1,0,1,1,0,0,1,0,1,0,1,0,1
38,258000,96432,36,0,493,0,0,1,0,1,1,0,1,0,0,0,1,0
34,120000,430476,36,1,841,1,0,1,0,1,0,1,1,0,1,0,0,1
56,70000,713004,36,1,821,1,0,1,1,0,1,0,1,0,0,0,1,1
24,123000,120496,36,0,314,0,0,1,0,1,1,0,1,0,1,0,0,0
25,9000,80244,36,1,567,0,1,0,1,0,1,0,1,0,0,0,1,0
40,104000,69120,36,0,583,0,0,1,0,1,1,0,1,0,0,0,1,0
41,186000,728290,36,1,822,1,0,1,0,1,1,0,1,0,0,0,1,1
27,165000,61175,36,0,405,0,0,1,0,1,1,0,1,0,0,0,1,0
24,275000,516768,36,1,824,1,0,1,0,1,1,0,1,0,0,0,1,1
21,187000,109001,48,1,472,0,0,1,0,1,0,1,1,0,0,1,0,0
30,150000,41796,36,1,494,0,0,1,0,1,1,0,1,0,0,1,0,0
52,108000,271841,60,1,789,1,0,1,0,1,1,0,1,0,0,0,1,1
22,136000,59774,36,0,594,0,0,0,0,1,1,0,1,0,0,1,0,0
27,110000,1097607,36,1,809,1,0,1,1,0,1,0,1,0,0,0,1,1
34,107000,841884,36,1,770,1,0,1,0,1,1,0,1,0,1,0,0,1
49,161000,436429,36,1,808,1,0,1,1,0,1,0,0,0,0,0,1,1
21,205000,355476,36,1,838,1,0,1,0,1,1,0,1,0,0,1,0,1
29,90000,144981,36,1,498,0,0,1,1,0,1,0,1,0,0,0,1,0
57,36000,276756,36,1,836,1,1,0,0,1,1,0,1,0,0,1,0,1
40,61000,88848,36,0,476,0,0,1,0,1,1,0,1,0,1,0,0,0
35,146000,70257,36,0,451,0,0,1,0,1,1,0,1,0,1,0,0,0
24,172000,51864,60,1,561,0,0,1,0,1,1,0,1,0,1,0,0,0
52,104000,205354,36,1,775,1,0,1,0,1,1,0,1,0,0,0,1,1
57,70000,513516,36,1,839,1,1,0,1,0,0,1,1,0,0,1,0,1
59,94000,620736,36,1,767,1,0,0,1,0,1,0,1,0,0,1,0,1
26,106000,86748,36,0,348,0,0,1,0,1,1,0,0,1,0,1,0,0
34,56000,992084,18,1,750,1,0,1,0,1,1,0,1,0,0,1,0,1
37,205000,45012,24,1,532,0,0,1,0,1,1,0,0,1,0,1,0,0
55,292000,237948,36,1,762,1,0,0,1,0,1,0,0,1,0,1,0,1
23,142000,913224,18,1,769,1,0,1,0,1,1,0,1,0,1,0,0,1
40,260000,626916,36,1,769,1,0,1,0,1,1,0,0,1,0,0,1,1
41,110000,888840,36,1,783,1,0,1,1,0,0,1,1,0,1,0,0,1
22,187000,68092,36,1,567,0,0,1,0,1,0,1,0,1,1,0,0,0
31,88000,112260,36,0,477,0,0,1,1,0,1,0,1,0,0,1,0,0
26,180000,1115592,36,1,808,1,0,1,0,1,1,0,0,1,1,0,0,1
28,192000,866712,36,1,751,1,0,1,0,1,1,0,1,0,0,0,1,1
27,350000,94167,18,0,555,0,1,0,1,0,1,0,0,1,0,0,1,0
26,155000,602972,36,1,783,1,0,1,0,1,0,1,0,0,1,0,0,1
41,128000,1093248,36,1,792,1,0,1,0,1,1,0,1,0,0,0,1,1
34,172000,457433,36,1,789,1,0,1,1,0,1,0,1,0,1,0,0,1
47,496000,825240,36,1,813,1,1,0,0,1,1,0,1,0,0,1,0,1
29,31610,76748,18,1,520,0,0,1,0,1,0,1,1,0,0,0,1,0
58,173000,716092,36,1,789,1,0,1,0,1,1,0,1,0,0,1,0,1
34,157000,1083907,36,1,817,1,0,1,0,1,0,1,1,0,1,0,0,1
38,108000,226158,36,1,827,1,0,1,0,1,1,0,1,0,1,0,0,1
31,71000,933012,36,1,779,1,1,0,1,0,1,0,1,0,1,0,0,1
34,40000,506088,18,1,806,1,0,1,0,1,1,0,1,0,1,0,0,1
51,253000,433440,36,1,829,1,0,1,0,1,1,0,1,0,0,0,1,1
47,187000,120408,36,1,750,1,0,1,0,1,1,0,1,0,0,0,1,1
38,133000,80148,36,0,359,0,1,0,1,0,1,0,0,1,0,1,0,0
36.90553746,110000,68640,36,1,637,1,0,1,0,1,1,0,1,0,0,0,1,1
36.90553746,126000,38412,36,1,696,1,0,1,0,1,1,0,1,0,0,0,1,1
36.90553746,208000,61800,36,1,718,1,0,1,0,1,1,0,1,0,0,0,1,1
36.90553746,100000,30626,36,1,694,1,0,1,0,1,1,0,1,0,0,0,1,1
36.90553746,78000,39312,36,1,638,1,0,1,1,0,0,1,1,0,0,0,1,1
36.90553746,152000,29402,36,1,613,0,0,1,0,1,0,1,0,1,0,0,1,0
36.90553746,59000,26712,36,1,654,1,1,0,1,0,0,1,1,0,0,1,0,1
36.90553746,147000,46572,36,0,692,1,0,1,0,1,0,1,1,0,1,0,0,1
36.90553746,123000,31200,36,1,640,1,0,1,1,0,0,1,1,0,0,1,0,1
36.90553746,90000,37092,36,1,672,1,0,1,1,0,0,1,1,0,0,0,1,1
36.90553746,40000,49992,18,1,718,1,0,1,1,0,1,0,1,0,0,0,1,1
36.90553746,124000,55992,36,1,696,1,1,0,1,0,1,0,1,0,0,1,0,1
36.90553746,131000,68004,36,1,702,1,0,1,1,0,1,0,1,0,0,0,1,1
36.90553746,200000,57912,36,1,662,1,0,1,0,1,1,0,1,0,0,0,1,1
36.90553746,126000,45765,36,1,653,1,0,1,0,1,1,0,1,0,0,1,0,1
36.90553746,300000,118628,36,1,672,1,0,1,0,1,1,0,1,0,0,0,1,1
36.90553746,100000,19070,18,1,689,1,0,1,1,0,1,0,1,0,0,1,0,1
36.90553746,48000,24276,36,1,693,1,0,1,0,1,0,1,1,0,0,0,1,1
36.90553746,28000,24996,18,1,685,1,1,0,1,0,0,1,1,0,0,0,1,1
36.90553746,101000,46908,36,1,624,1,0,0,1,0,1,0,1,0,0,0,1,1
36.90553746,125000,45180,36,1,666,1,1,0,1,0,0,1,1,0,0,0,1,1
36.90553746,290000,69180,36,1,714,1,0,1,0,1,1,0,1,0,0,0,1,1
36.90553746,148000,24000,36,0,708,1,0,1,1,0,1,0,1,0,1,0,0,1
36.90553746,140000,53606,36,1,714,1,0,1,0,1,1,0,1,0,0,0,1,1
36.90553746,275000,93750,36,1,652,1,0,1,0,1,1,0,1,0,0,0,1,1
36.90553746,57000,46097,36,1,704,1,0,1,0,1,1,0,1,0,0,1,0,1
36.90553746,125000,37686,18,1,698,1,0,1,1,0,1,0,1,0,0,0,1,1
36.90553746,75000,29736,36,1,716,1,1,0,1,0,0,1,1,0,0,1,0,1
36.90553746,192000,75820,36,1,698,1,0,1,0,1,1,0,1,0,0,0,1,1
36.90553746,152000,40899,36,1,628,1,0,1,1,0,1,0,1,0,0,1,0,1
36.90553746,158000,36104,36,1,661,1,0,1,0,1,1,0,1,0,0,0,1,1
36.90553746,101000,34421,36,1,702,1,0,1,0,1,1,0,1,0,0,0,1,1
36.90553746,176000,37800,36,0,668,1,0,1,1,0,1,0,1,0,0,1,0,1
36.90553746,90000,29996,36,1,620,0,0,1,0,1,1,0,0,1,0,0,1,0
36.90553746,116000,69996,36,1,709,0,0,1,1,0,1,0,0,1,0,0,1,0
36.90553746,138000,45679,36,1,679,1,0,1,1,0,1,0,1,0,0,0,1,1
36.90553746,100000,68366,36,1,627,1,0,1,0,1,1,0,1,0,0,0,1,1
36.90553746,110000,43728,36,1,693,1,1,0,1,0,1,0,1,0,0,0,1,1
36.90553746,90000,23024,36,1,684,1,0,1,0,1,0,1,1,0,0,1,0,1
36.90553746,200000,80600,36,1,651,1,0,1,1,0,1,0,1,0,0,1,0,1
36.90553746,84000,43992,36,1,707,1,1,0,1,0,1,0,1,0,0,0,1,1
36.90553746,185000,55020,18,1,710,1,0,1,0,1,1,0,1,0,0,0,1,1
36.90553746,162000,51431,36,1,650,1,0,1,0,1,0,1,1,0,0,0,1,1
36.90553746,108000,30174,36,1,720,1,0,1,1,0,0,1,1,0,0,1,0,1
36.90553746,187000,84842,18,1,720,1,0,1,1,0,1,0,1,0,0,0,1,1
36.90553746,187000,96250,36,1,698,0,0,1,0,1,0,1,0,1,0,1,0,0
36.90553746,124000,30735,36,1,647,1,0,1,0,1,1,0,1,0,0,0,1,1
36.90553746,120000,42833,36,1,641,1,0,0,0,1,0,1,1,0,0,1,0,1
36.90553746,160000,45077,36,1,653,1,0,1,0,1,1,0,1,0,0,1,0,1
36.90553746,30000,50392,18,1,661,1,0,1,0,1,1,0,1,0,0,0,1,1
36.90553746,92000,63516,36,1,687,0,0,1,0,1,0,1,0,1,0,0,1,0
36.90553746,130000,33000,36,0,691,1,0,1,1,0,1,0,1,0,0,0,1,1
36.90553746,130000,52824,36,1,645,1,1,0,1,0,0,1,1,0,1,0,0,1
36.90553746,134000,46895,18,1,685,1,0,1,0,1,1,0,1,0,0,1,0,1
36.90553746,176000,37012,36,0,661,1,1,0,0,1,1,0,1,0,0,1,0,1
36.90553746,90000,56640,18,1,667,1,0,1,0,1,1,0,1,0,0,1,0,1
36.90553746,110000,30701,36,1,697,1,0,1,0,1,0,1,1,0,0,1,0,1
36.90553746,125000,84484,36,1,642,0,0,1,0,1,1,0,0,1,0,0,1,0
36.90553746,189000,59616,36,1,669,1,1,0,1,0,1,0,1,0,0,1,0,1
36.90553746,108000,26712,36,0,624,1,1,0,1,0,1,0,1,0,1,0,0,1
36.90553746,125000,53880,36,1,629,1,0,1,0,1,0,1,1,0,0,0,1,1
36.90553746,138000,38587,36,1,649,1,0,1,0,1,1,0,1,0,0,1,0,1
36.90553746,135000,56400,36,0,663,1,0,1,0,1,0,1,1,0,0,1,0,1
36.90553746,130000,41340,36,0,632,1,0,1,0,1,1,0,1,0,0,1,0,1
36.90553746,187000,91992,36,1,661,1,0,1,0,1,1,0,1,0,0,1,0,1
